Expt Accession	TF-Target	Target	Tissue	Cell line	Cell type	Generic peak name	New Peak Name
GSE127494	ZNF529	eGFP-ZNF529	-	-	-	GSE127494_eGFP-ZNF529	GSE127494_ZNF529
GSE127498	PHF5A	3xFLAG-PHF5A	-	-	-	GSE127498_3xFLAG-PHF5A	GSE127498_PHF5A
GSE127505	PAX8	PAX8	-	-	-	GSE127505_PAX8	GSE127505_PAX8
GSE127507	MENIN	MENIN	-	RS411	-	GSE127507_MENIN	GSE127507_MENIN
GSE127507	MLL1	MLL1n	-	RS411	-	GSE127507_MLL1n	GSE127507_MLL1
GSE127510	NR0B1	NR0B1	-	-	-	GSE127510_NR0B1	GSE127510_NR0B1
GSE127513	ZNF221	eGFP-ZNF221	-	-	-	GSE127513_eGFP-ZNF221	GSE127513_ZNF221
GSE127517	ZNF3	3xFLAG-ZNF3	-	-	-	GSE127517_3xFLAG-ZNF3	GSE127517_ZNF3
GSE127520	ZSCAN30	eGFP-ZSCAN30	-	-	-	GSE127520_eGFP-ZSCAN30	GSE127520_ZSCAN30
GSE127521	CTCF	CTCF	-	-	-	GSE127521_CTCF	GSE127521_CTCF
GSE127523	ZFP36	ZFP36	-	-	-	GSE127523_ZFP36	GSE127523_ZFP36
GSE127528	SKIL	SKIL	-	-	-	GSE127528_SKIL	GSE127528_SKIL
GSE127529	POLR2AphosphoS5	POLR2AphosphoS5	-	-	-	GSE127529_POLR2AphosphoS5	GSE127529_POLR2AphosphoS5
GSE127531	KLF14	eGFP-KLF14	-	-	-	GSE127531_eGFP-KLF14	GSE127531_KLF14
GSE127533	DPF2	DPF2	-	-	-	GSE127533_DPF2	GSE127533_DPF2
GSE127537	NFKBIZ	3xFLAG-NFKBIZ	-	-	-	GSE127537_3xFLAG-NFKBIZ	GSE127537_NFKBIZ
GSE127540	ZNF830	eGFP-ZNF830	-	-	-	GSE127540_eGFP-ZNF830	GSE127540_ZNF830
GSE127544	AFF1	AFF1	-	-	-	GSE127544_AFF1	GSE127544_AFF1
GSE127545	ZNF8	ZNF8	-	-	-	GSE127545_ZNF8	GSE127545_ZNF8
GSE127547	ZNF770	eGFP-ZNF770	-	-	-	GSE127547_eGFP-ZNF770	GSE127547_ZNF770
GSE127549	CTCF	CTCF	-	-	-	GSE127549_CTCF	GSE127549_CTCF
GSE127551	ZNF24	ZNF24	-	-	-	GSE127551_ZNF24	GSE127551_ZNF24
GSE127552	CHD2	CHD2	-	-	-	GSE127552_CHD2	GSE127552_CHD2
GSE127553	CTCF	CTCF	-	-	-	GSE127553_CTCF	GSE127553_CTCF
GSE127557	BCLAF1	BCLAF1	-	-	-	GSE127557_BCLAF1	GSE127557_BCLAF1
GSE127558	ZNF677	eGFP-ZNF677	-	-	-	GSE127558_eGFP-ZNF677	GSE127558_ZNF677
GSE127561	MYRF	3xFLAG-MYRF	-	-	-	GSE127561_3xFLAG-MYRF	GSE127561_MYRF
GSE127562	ZNF660	eGFP-ZNF660	-	-	-	GSE127562_eGFP-ZNF660	GSE127562_ZNF660
GSE127563	E2F8	E2F8	-	-	-	GSE127563_E2F8	GSE127563_E2F8
GSE127565	ZBTB8A	ZBTB8A	-	-	-	GSE127565_ZBTB8A	GSE127565_ZBTB8A
GSE127566	MITF	MITF	-	-	-	GSE127566_MITF	GSE127566_MiTF
GSE127567	EGR1	EGR1	-	-	-	GSE127567_EGR1	GSE127567_EGR1
GSE127568	ZFP36	ZFP36	-	-	-	GSE127568_ZFP36	GSE127568_ZFP36
GSE127570	NCOA2	NCOA2	-	-	-	GSE127570_NCOA2	GSE127570_NCOA2
GSE127573	ZNF213	eGFP-ZNF213	-	-	-	GSE127573_eGFP-ZNF213	GSE127573_ZNF213
GSE127575	SMAD1	SMAD1	-	-	-	GSE127575_SMAD1	GSE127575_SMAD1
GSE127576	MZF1	eGFP-MZF1	-	-	-	GSE127576_eGFP-MZF1	GSE127576_MZF1
GSE127577	CTCF	CTCF	-	-	-	GSE127577_CTCF	GSE127577_CTCF
GSE127579	IKZF3	eGFP-IKZF3	-	-	-	GSE127579_eGFP-IKZF3	GSE127579_IKZF3
GSE127582	E4F1	E4F1	-	-	-	GSE127582_E4F1	GSE127582_E4F1
GSE127583	CHAMP1	CHAMP1	-	-	-	GSE127583_CHAMP1	GSE127583_CHAMP1
GSE127584	EP300	EP300	-	-	-	GSE127584_EP300	GSE127584_EP300
GSE127585	NR3C1	NR3C1	-	-	-	GSE127585_NR3C1	GSE127585_NR3C1
GSE127586	POLR2AphosphoS5	POLR2AphosphoS5	-	-	-	GSE127586_POLR2AphosphoS5	GSE127586_POLR2AphosphoS5
GSE127587	POLR2B	POLR2B	-	-	-	GSE127587_POLR2B	GSE127587_POLR2B
GSE127590	MEIS2	MEIS2	-	-	-	GSE127590_MEIS2	GSE127590_MEIS2
GSE127591	ESRRA	ESRRA	-	-	-	GSE127591_ESRRA	GSE127591_ESRRA
GSE127592	ZNF830	ZNF830	-	-	-	GSE127592_ZNF830	GSE127592_ZNF830
GSE127594	KAT7	3xFLAG-KAT7	-	-	-	GSE127594_3xFLAG-KAT7	GSE127594_KAT7
GSE127595	CTCF	CTCF	-	-	-	GSE127595_CTCF	GSE127595_CTCF
GSE127597	ZNF596	eGFP-ZNF596	-	-	-	GSE127597_eGFP-ZNF596	GSE127597_ZNF596
GSE127598	YY1	eGFP-YY1	-	-	-	GSE127598_eGFP-YY1	GSE127598_YY1
GSE127599	NCOA2	NCOA2	-	-	-	GSE127599_NCOA2	GSE127599_NCOA2
GSE127600	POLR2AphosphoS5	POLR2AphosphoS5	-	-	-	GSE127600_POLR2AphosphoS5	GSE127600_POLR2AphosphoS5
GSE127601	POLR2AphosphoS5	POLR2AphosphoS5	-	-	-	GSE127601_POLR2AphosphoS5	GSE127601_POLR2AphosphoS5
GSE127602	REST	REST	-	-	-	GSE127602_REST	GSE127602_REST
GSE127603	RXRA	RXRA	-	-	-	GSE127603_RXRA	GSE127603_RXRa
GSE127605	POU5F1	POU5F1	-	-	-	GSE127605_POU5F1	GSE127605_POU5F1
GSE127606	POU5F1	POU5F1	-	-	-	GSE127606_POU5F1	GSE127606_POU5F1
GSE127607	TRIM22	TRIM22	-	-	-	GSE127607_TRIM22	GSE127607_TRIM22
GSE127609	FOXP1	3xFLAG-FOXP1	-	-	-	GSE127609_3xFLAG-FOXP1	GSE127609_FOXP1
GSE127610	POLR2AphosphoS5	POLR2AphosphoS5	-	-	-	GSE127610_POLR2AphosphoS5	GSE127610_POLR2AphosphoS5
GSE127611	ZNF280A	ZNF280A	-	-	-	GSE127611_ZNF280A	GSE127611_ZNF280A
GSE127612	HDAC2	HDAC2	-	-	-	GSE127612_HDAC2	GSE127612_HDAC2
GSE127613	ZNF37A	eGFP-ZNF37A	-	-	-	GSE127613_eGFP-ZNF37A	GSE127613_ZNF37A
GSE127615	E2F8	E2F8	-	-	-	GSE127615_E2F8	GSE127615_E2F8
GSE127616	ZFP36	ZFP36	-	-	-	GSE127616_ZFP36	GSE127616_ZFP36
GSE127619	ZFP91	ZFP91	-	-	-	GSE127619_ZFP91	GSE127619_ZFP91
GSE127620	ZFP36	ZFP36	-	-	-	GSE127620_ZFP36	GSE127620_ZFP36
GSE127623	SP1	SP1	-	-	-	GSE127623_SP1	GSE127623_SP1
GSE127624	KDM3A	3xFLAG-KDM3A	-	-	-	GSE127624_3xFLAG-KDM3A	GSE127624_KDM3A
GSE127625	ZNF217	ZNF217	-	-	-	GSE127625_ZNF217	GSE127625_ZNF217
GSE127627	POLR2AphosphoS5	POLR2AphosphoS5	-	-	-	GSE127627_POLR2AphosphoS5	GSE127627_POLR2AphosphoS5
GSE127628	JUNB	JUNB	-	-	-	GSE127628_JUNB	GSE127628_JUNB
GSE127629	POLR2AphosphoS5	POLR2AphosphoS5	-	-	-	GSE127629_POLR2AphosphoS5	GSE127629_POLR2AphosphoS5
GSE127630	POLR2AphosphoS5	POLR2AphosphoS5	-	-	-	GSE127630_POLR2AphosphoS5	GSE127630_POLR2AphosphoS5
GSE127631	ZBTB5	ZBTB5	-	-	-	GSE127631_ZBTB5	GSE127631_ZBTB5
GSE127633	RFX1	RFX1	-	-	-	GSE127633_RFX1	GSE127633_RFX1
GSE127634	ZNF331	eGFP-ZNF331	-	-	-	GSE127634_eGFP-ZNF331	GSE127634_ZNF331
GSE127636	POLR2AphosphoS5	POLR2AphosphoS5	-	-	-	GSE127636_POLR2AphosphoS5	GSE127636_POLR2AphosphoS5
GSE127637	GMEB1	GMEB1	-	-	-	GSE127637_GMEB1	GSE127637_GMEB1
GSE127638	ZNF574	ZNF574	-	-	-	GSE127638_ZNF574	GSE127638_ZNF574
GSE127639	POLR2AphosphoS5	POLR2AphosphoS5	-	-	-	GSE127639_POLR2AphosphoS5	GSE127639_POLR2AphosphoS5
GSE127640	CLOCK	CLOCK	-	-	-	GSE127640_CLOCK	GSE127640_CLOCK
GSE127641	SMC3	SMC3	-	-	-	GSE127641_SMC3	GSE127641_SMC3
GSE127642	MXI1	MXI1	-	-	-	GSE127642_MXI1	GSE127642_MXI1
GSE127644	POLR2AphosphoS5	POLR2AphosphoS5	-	-	-	GSE127644_POLR2AphosphoS5	GSE127644_POLR2AphosphoS5
GSE127646	POLR2AphosphoS5	POLR2AphosphoS5	-	-	-	GSE127646_POLR2AphosphoS5	GSE127646_POLR2AphosphoS5
GSE127648	POLR2AphosphoS5	POLR2AphosphoS5	-	-	-	GSE127648_POLR2AphosphoS5	GSE127648_POLR2AphosphoS5
GSE127649	AHR	3xFLAG-AHR	-	-	-	GSE127649_3xFLAG-AHR	GSE127649_AHR
GSE127650	ZEB1	ZEB1	-	-	-	GSE127650_ZEB1	GSE127650_ZEB1
GSE127651	KLF13	eGFP-KLF13	-	-	-	GSE127651_eGFP-KLF13	GSE127651_KLF13
GSE127652	ZNF507	ZNF507	-	-	-	GSE127652_ZNF507	GSE127652_ZNF507
GSE127653	ZNF639	ZNF639	-	-	-	GSE127653_ZNF639	GSE127653_ZNF639
GSE127654	POLR2AphosphoS5	POLR2AphosphoS5	-	-	-	GSE127654_POLR2AphosphoS5	GSE127654_POLR2AphosphoS5
GSE127656	GATA3	GATA3	-	-	-	GSE127656_GATA3	GSE127656_GATA3
GSE127657	E2F8	E2F8	-	-	-	GSE127657_E2F8	GSE127657_E2F8
GSE127659	POLR2AphosphoS5	POLR2AphosphoS5	-	-	-	GSE127659_POLR2AphosphoS5	GSE127659_POLR2AphosphoS5
GSE127663	AFF1	AFF1	-	-	-	GSE127663_AFF1	GSE127663_AFF1
GSE127666	ATF2	ATF2	-	-	-	GSE127666_ATF2	GSE127666_ATF2
GSE127668	PYGO2	PYGO2	-	-	-	GSE127668_PYGO2	GSE127668_PYGO2
GSE127670	KLF5	KLF5	-	-	-	GSE127670_KLF5	GSE127670_KLF5
GSE127671	POLR2AphosphoS5	POLR2AphosphoS5	-	-	-	GSE127671_POLR2AphosphoS5	GSE127671_POLR2AphosphoS5
GSE127672	NFATc3	NFATC3	-	-	-	GSE127672_NFATC3	GSE127672_NFATc3
GSE127673	NEUROD1	NEUROD1	-	-	-	GSE127673_NEUROD1	GSE127673_NEUROD1
GSE127674	POLR2AphosphoS5	POLR2AphosphoS5	-	-	-	GSE127674_POLR2AphosphoS5	GSE127674_POLR2AphosphoS5
GSE127675	ZNF407	ZNF407	-	-	-	GSE127675_ZNF407	GSE127675_ZNF407
GSE127681	E4F1	E4F1	-	-	-	GSE127681_E4F1	GSE127681_E4F1
GSE127682	POLR2AphosphoS5	POLR2AphosphoS5	-	-	-	GSE127682_POLR2AphosphoS5	GSE127682_POLR2AphosphoS5
GSE127684	POLR2AphosphoS5	POLR2AphosphoS5	-	-	-	GSE127684_POLR2AphosphoS5	GSE127684_POLR2AphosphoS5
GSE127687	ZNF214	eGFP-ZNF214	-	-	-	GSE127687_eGFP-ZNF214	GSE127687_ZNF214
GSE127688	POLR2AphosphoS5	POLR2AphosphoS5	-	-	-	GSE127688_POLR2AphosphoS5	GSE127688_POLR2AphosphoS5
GSE127691	NFRKB	NFRKB	-	-	-	GSE127691_NFRKB	GSE127691_NFRKB
GSE127692	TRIM28	TRIM28	-	-	-	GSE127692_TRIM28	GSE127692_TRIM28
GSE127697	ZBTB25	3xFLAG-ZBTB25	-	-	-	GSE127697_3xFLAG-ZBTB25	GSE127697_ZBTB25
GSE127700	POLR2AphosphoS5	POLR2AphosphoS5	-	-	-	GSE127700_POLR2AphosphoS5	GSE127700_POLR2AphosphoS5
GSE127701	NR3C1	NR3C1	-	-	-	GSE127701_NR3C1	GSE127701_NR3C1
GSE127704	ZNF639	ZNF639	-	-	-	GSE127704_ZNF639	GSE127704_ZNF639
GSE127744	IKZF5	3xFLAG-IKZF5	-	-	-	GSE127744_3xFLAG-IKZF5	GSE127744_IKZF5
GSE127746	ZNF184	ZNF184	-	-	-	GSE127746_ZNF184	GSE127746_ZNF184
GSE127747	ZNF577	eGFP-ZNF577	-	-	-	GSE127747_eGFP-ZNF577	GSE127747_ZNF577
GSE127835	CENP-A	CENPA	Prostate	VCaP	-	GSE127835_CENPA	GSE127835_CENP-A
GSE127859	ERa	aERa	-	MCF7	Breast cancer cells	GSE127859_aERa	GSE127859_ERa
GSE127983	CRM1	anti-Crm1	-	LOUCY	human leukemia	GSE127983_anti-Crm1	GSE127983_CRM1
GSE127983	NPM1	anti-NPM1	-	LOUCY	human leukemia	GSE127983_anti-NPM1	GSE127983_NPM1
GSE127983	Nup214	anti-Nup214	-	LOUCY	human leukemia	GSE127983_anti-Nup214	GSE127983_Nup214
GSE128018	AR	AR	tumor tissue	-	-	GSE128018_AR	GSE128018_AR
GSE128018	ER	ER	tumor tissue	-	-	GSE128018_ER	GSE128018_ER
GSE128018	FOXA1	FOXA1	tumor tissue	-	-	GSE128018_FOXA1	GSE128018_FOXA1
GSE128024	IKZF1	IKZF1	RPMI8226 myeloma cell line	-	-	GSE128024_IKZF1	GSE128024_IKZF1
GSE128173	HIRA	mouse mAbs to HIRA	-	-	-	GSE128173_mouse_mAbs_to_HIRA	GSE128173_HIRA
GSE128208	ERa	anti-ERalpha	-	MDA_MB_231	Breast cancer cell line	GSE128208_anti-ERalpha	GSE128208_ERa
GSE128230	CDK8	CDK8	Leiomyoma	-	-	GSE128230_CDK8	GSE128230_CDK8
GSE128230	FOS	FOS	Leiomyoma	-	-	GSE128230_FOS	GSE128230_FOS
GSE128230	JUN	JUN	Leiomyoma	-	-	GSE128230_JUN	GSE128230_JUN
GSE128230	MED12	MED12	Leiomyoma	-	-	GSE128230_MED12	GSE128230_MED12
GSE128346	CTCF	CTCF antibody	skin	A375	melanoma cells	GSE128346_CTCF_antibody	GSE128346_CTCF
GSE128397	RENT1	Anti-RENT1	mammary gland, breast; derived from metastatic site: pleural effusion	-	epithelial	GSE128397_Anti-RENT1	GSE128397_RENT1
GSE128398	RENT1	Anti-RENT1	mammary gland, breast; derived from metastatic site: pleural effusion	-	epithelial	GSE128398_Anti-RENT1	GSE128398_RENT1
GSE128771	EZH2	EZH2 39901 Active Motif	-	ME-1	acute myeloid leukemia (AML) cell line	GSE128771_EZH2_39901_Active_Motif	GSE128771_EZH2
GSE128771	MYH11	MYH11	-	ME-1	acute myeloid leukemia (AML) cell line	GSE128771_MYH11	GSE128771_MYH11
GSE128771	RING1B	RING1B D139-3 MBL Life Science	-	ME-1	acute myeloid leukemia (AML) cell line	GSE128771_RING1B_D139-3_MBL_Life_Science	GSE128771_RING1B
GSE128771	RUNX1	RUNX1 ab23980	-	ME-1	acute myeloid leukemia (AML) cell line	GSE128771_RUNX1_ab23980	GSE128771_RUNX1
GSE128834	PU.1	PU.1	-	K-562	-	GSE128834_PU_1	GSE128834_PU.1
GSE128835	BRG1	BRG1	-	HEP-G2	CTV-1	GSE128835_BRG1	GSE128835_BRG1
GSE128835	ETS1	ETS1	-	HEP-G2	CTV-1	GSE128835_ETS1	GSE128835_ETS1
GSE128835	FLI1	FLI1	-	HEP-G2	CTV-1	GSE128835_FLI1	GSE128835_FLI1
GSE128835	PU.1	PU.1	-	HEP-G2	CTV-1	GSE128835_PU_1	GSE128835_PU.1
GSE128871	CREB	244 anti-CREB rabbit serum	-	-	NSCLC cells	GSE128871_244_anti-CREB_rabbit_serum	GSE128871_CREB
GSE128871	CRTC2	6865 anti-CRTC2 rabbit serum	-	-	NSCLC cells	GSE128871_6865_anti-CRTC2_rabbit_serum	GSE128871_CRTC2
GSE128873	CREB	244 anti-CREB rabbit serum	-	-	NSCLC cells	GSE128873_244_anti-CREB_rabbit_serum	GSE128873_CREB
GSE128873	CRTC2	6865 anti-CRTC2 rabbit serum	-	-	NSCLC cells	GSE128873_6865_anti-CRTC2_rabbit_serum	GSE128873_CRTC2
GSE128883	AR	AR	-	LNCaP	-	GSE128883_AR	GSE128883_AR
GSE129039	ATF4	ATF4	brain prefrontal cortex region tissues	-	-	GSE129039_ATF4	GSE129039_ATF4
GSE129039	THRA	THRA	brain prefrontal cortex region tissues	-	-	GSE129039_THRA	GSE129039_THRA
GSE129041	ATF4	ATF4	brain prefrontal cortex region tissues	-	-	GSE129041_ATF4	GSE129041_ATF4
GSE129041	THRA	THRA	brain prefrontal cortex region tissues	-	-	GSE129041_THRA	GSE129041_THRA
GSE129202	SREBP2	anti-SREBP2	peripheral blood	-	monocytes	GSE129202_anti-SREBP2	GSE129202_SREBP2
GSE129312	ASCL1	anti-ASCL1	-	NCI-H209	-	GSE129312_anti-ASCL1	GSE129312_ASCL1
GSE129312	TTF-1	anti-TTF-1	-	NCI-H209	-	GSE129312_anti-TTF-1	GSE129312_TTF-1
GSE129341	ASCL1	anti-ASCL1	-	NCI-H441	-	GSE129341_anti-ASCL1	GSE129341_ASCL1
GSE129341	TTF-1	anti-TTF-1	-	NCI-H441	-	GSE129341_anti-TTF-1	GSE129341_TTF-1
GSE129380	IRF1	IRF1	-	C5065	-	GSE129380_IRF1	GSE129380_IRF1
GSE129491	V5	V5	liver, hepatoma	Hep3B	-	GSE129491_V5	GSE129491_V5
GSE129529	CTCF	Anti-CTCF	-	HCT116	Mouse embryonic fibroblasts	GSE129529_Anti-CTCF	GSE129529_CTCF
GSE129529	RAD21	Anti-Rad21	-	HCT116	Mouse embryonic fibroblasts	GSE129529_Anti-Rad21	GSE129529_RAD21
GSE129529	TOP2B	Topo IIβ	-	HCT116	Mouse embryonic fibroblasts	GSE129529_Topo_IIβ	GSE129529_TOP2B
GSE129548	CTCF	SC-28198 and SC-271514	-	HEK293T	-	GSE129548_SC-28198_and_SC-271514	GSE129548_CTCF
GSE129585	CREB	pCREB	kidney cortex	-	-	GSE129585_pCREB	GSE129585_CREB
GSE129585	VDR	VDR	kidney cortex	-	-	GSE129585_VDR	GSE129585_VDR
GSE129588	JMJD6	JMJD6 antibody	-	CHP-134 neuroblastoma cells	peripheral nervous system tumor cell	GSE129588_JMJD6_antibody	GSE129588_JMJD6
GSE129588	n-Myc	NMYC antibody	-	CHP-134 neuroblastoma cells	peripheral nervous system tumor cell	GSE129588_NMYC_antibody	GSE129588_n-Myc
GSE129803	ERa	Santa Cruz ERalpha	-	Ishikawa	ER+ breast ductal carcinoma cell line	GSE129803_Santa_Cruz_ERalpha	GSE129803_ERa
GSE129805	ERa	Santa Cruz ERalpha	-	Ishikawa	ER+ breast ductal carcinoma cell line	GSE129805_Santa_Cruz_ERalpha	GSE129805_ERa
GSE129965	DEAF1	anti-Deaf1	-	GMA24A1F	Keratinocytes cell	GSE129965_anti-Deaf1	GSE129965_DEAF1
GSE129986	ETS1	ETS1	cardiomyocytes	-	-	GSE129986_ETS1	GSE129986_ETS1
GSE129986	ETS2	ETS2	cardiomyocytes	-	-	GSE129986_ETS2	GSE129986_ETS2
GSE129986	ETS3	ETS3	cardiomyocytes	-	-	GSE129986_ETS3	GSE129986_ETS3
GSE129986	ETS4	ETS4	cardiomyocytes	-	-	GSE129986_ETS4	GSE129986_ETS4
GSE129986	ETS5	ETS5	cardiomyocytes	-	-	GSE129986_ETS5	GSE129986_ETS5
GSE130135	RAD21	Rabbit polyclonal anti-RAD21 abcam Cat#ab992	kidney	HEK293	-	GSE130135_Rabbit_polyclonal_anti-RAD21_abcam_Cat#ab992	GSE130135_RAD21
GSE130135	TEAD1	Mouse monoclonal anti-TEF1 a.k.a. TEAD1	kidney	HEK293	-	GSE130135_Mouse_monoclonal_anti-TEF1_a_k_a_TEAD1	GSE130135_TEAD1
GSE130135	TEF3	Mouse monoclonal anti-TEF-3 a.k.a. TEAD4	kidney	HEK293	-	GSE130135_Mouse_monoclonal_anti-TEF-3_a_k_a_TEAD4	GSE130135_TEF3
GSE130135	YAP	Rabbit monoclonal anti-YAP	kidney	HEK293	-	GSE130135_Rabbit_monoclonal_anti-YAP	GSE130135_YAP
GSE130194	MTA1	MTA1	-	HeLa	-	GSE130194_MTA1	GSE130194_MTA1
GSE130194	PRMT5	PRMT5	-	HeLa	-	GSE130194_PRMT5	GSE130194_PRMT5
GSE130194	SNAIL	Snail	-	HeLa	-	GSE130194_Snail	GSE130194_SNAIL
GSE130230	SUZ12	Suz12	-	-	ipNF05.5	GSE130230_Suz12	GSE130230_SUZ12
GSE130364	SMAD3	SMAD3	-	WHIM12	triple-negative breast cancer	GSE130364_SMAD3	GSE130364_SMAD3
GSE130417	KLF4	R&D Systems RRID:AB_2130224	-	-	WIBR3	GSE130417_RD_Systems_RRIDAB_2130224	GSE130417_KLF4
GSE130451	AF9	Genetex, GTX102835	-	-	FL-HSPC	GSE130451_Genetex_GTX102835	GSE130451_AF9
GSE130451	PTM	PTM, #PTM-516	-	-	FL-HSPC	GSE130451_PTM_#PTM-516	GSE130451_PTM
GSE130477	ATF1	3xFlag-ATF1 antibody	-	HCT116	colon adenocarcinoma	GSE130477_3xFlag-ATF1_antibody	GSE130477_ATF1
GSE130509	SPT6	SPT6	-	-	-	GSE130509_SPT6	GSE130509_SPT6
GSE130516	FOXO1	FOXO1	-	-	-	GSE130516_FOXO1	GSE130516_FOXO1
GSE130519	SOX17	Anti-SOX17	-	TCam-2	Seminoma-like cells	GSE130519_Anti-SOX17	GSE130519_SOX17
GSE130519	SOX2	Anti-SOX2	-	TCam-2	Seminoma-like cells	GSE130519_Anti-SOX2	GSE130519_SOX2
GSE130565	OCT4	OCT4	Human embryonic stem cells	H9	-	GSE130565_OCT4	GSE130565_OCT4
GSE130810	STAT3	Stat3	-	-	Human TH1 cells	GSE130810_Stat3	GSE130810_STAT3
GSE130852	CTCF	CTCF	-	-	-	GSE130852_CTCF	GSE130852_CTCF
GSE130989	HIF1b	HIF1b	-	T47D	Breast cancer cell line	GSE130989_HIF1b	GSE130989_HIF1b
GSE131294	CBP	anti-CBP	peripheral blood	-	monocytes	GSE131294_anti-CBP	GSE131294_CBP
GSE131349	CTCF	ChIP-seq, anti-CTCF, Millipore, 07-729	-	K562	-	GSE131349_ChIP-seq_anti-CTCF_Millipore_07-729	GSE131349_CTCF
GSE131381	AR	Anti-AR	-	-	Monocytc cell line	GSE131381_Anti-AR	GSE131381_AR
GSE131651	CTCF	CTCF	-	-	multiple myeloma cell line	GSE131651_CTCF	GSE131651_CTCF
GSE131651	RAD21	Rad21	-	-	multiple myeloma cell line	GSE131651_Rad21	GSE131651_RAD21
GSE131687	Slug	Slug	-	PC9	Non-small cell lung cancer cell line	GSE131687_Slug	GSE131687_Slug
GSE131687	TEAD4	TEAD4	-	PC9	Non-small cell lung cancer cell line	GSE131687_TEAD4	GSE131687_TEAD4
GSE131687	YAP	YAP	-	PC9	Non-small cell lung cancer cell line	GSE131687_YAP	GSE131687_YAP
GSE131711	SNF5	SNF5 - ChIP Grade ab12167	proliferating human fibroblasts	-	-	GSE131711_SNF5_-_ChIP_Grade_ab12167	GSE131711_SNF5_ab
GSE131711	SNF5	SNF5 - ChIP Grade	proliferating human fibroblasts	-	-	GSE131711_SNF5_-_ChIP_Grade	GSE131711_SNF5
GSE131779	TCF21	anti-Tcf21 antibody	-	-	primary human coronary artery smooth muscle cell (HCASMC) line	GSE131779_anti-Tcf21_antibody	GSE131779_TCF21
GSE131931	BORIS	custom mouse monoclonal BORIS	-	FT282	-	GSE131931_custom_mouse_monoclonal_BORIS	GSE131931_BORIS
GSE131931	CTCF	custom mouse monoclonal CTCF	-	FT282	-	GSE131931_custom_mouse_monoclonal_CTCF	GSE131931_CTCF
GSE132018	Rel-A	RELA	-	FaDu	-	GSE132018_RELA	GSE132018_Rel-A
GSE132021	Rel-A	RELA	-	FaDu	-	GSE132021_RELA	GSE132021_Rel-A
GSE132098	Fra-1	Fra-1	-	MDA-MB-231	breast cancer cell line	GSE132098_Fra-1	GSE132098_Fra-1
GSE132098	Fra-2	Fra-2	-	MDA-MB-231	breast cancer cell line	GSE132098_Fra-2	GSE132098_Fra-2
GSE132233	CDK12	anti-CDK12	highly metastatic osteosarcoma cell line	MG63-3	-	GSE132233_anti-CDK12	GSE132233_CDK12
GSE132378	ER	ER	MMTV-rtTA/tetO-Her2 tumor	ZR-75-1 breast carcinoma cell line	-	GSE132378_ER	GSE132378_ER
GSE132432	ERa	ERa	-	MCF-7	breast cancer cell line	GSE132432_ERa	GSE132432_ERa
GSE132432	FOXA1	FOXA1	-	MCF-7	breast cancer cell line	GSE132432_FOXA1	GSE132432_FOXA1
GSE132432	NR2F2	NR2F2	-	MCF-7	breast cancer cell line	GSE132432_NR2F2	GSE132432_NR2F2
GSE132532	CTNNB1	Rabbit anti-non-phospho β-catenin antibody	Dermal fibroblasts	-	Human iPS cells	GSE132532_Rabbit_anti-non-phospho_β-catenin_antibody	GSE132532_CTNNB1
GSE132532	RARa	Mouse anti-human RARα antibody	Dermal fibroblasts	-	Human iPS cells	GSE132532_Mouse_anti-human_RARα_antibody	GSE132532_RARa
GSE132649	CEBPA	anti-C/EBPalpha	-	T47D	-	GSE132649_anti-CEBPalpha	GSE132649_CEBPa
GSE132649	RAD21	Anti-Rad21 antibody - ChIP Grade	-	T47D	-	GSE132649_Anti-Rad21_antibody_-_ChIP_Grade	GSE132649_RAD21
GSE132649	TOPO2alpha	anti-Topo2alpha	-	T47D	-	GSE132649_anti-Topo2alpha	GSE132649_TOPO2alpha
GSE132680	ELF3	ELF3-Flag	-	NGEJ	-	GSE132680_ELF3-Flag	GSE132680_ELF3
GSE132680	GATA6	GATA6	-	NGEJ	-	GSE132680_GATA6	GSE132680_GATA6
GSE132680	KLF5	KLF5	-	NGEJ	-	GSE132680_KLF5	GSE132680_KLF5
GSE132778	ER	ER	-	MCF7 breast carcinoma cell line	-	GSE132778_ER	GSE132778_ER
GSE132827	MENIN	rabbit anti-Menin polyclonal antibody	-	PC-3	Derived from metastatic site: Bone	GSE132827_rabbit_anti-Menin_polyclonal_antibody	GSE132827_MENIN
GSE133072	aTRPS1	aTRPS1	-	-	-	GSE133072_aTRPS1	GSE133072_aTRPS1
GSE133072	GATA3	aGATA3	-	-	-	GSE133072_aGATA3	GSE133072_GATA3
GSE133445	ETV4	anti-ETV4	-	retrovirally-infected PC3 cells	-	GSE133445_anti-ETV4	GSE133445_ETV4
GSE133450	BRCA2	BRCA2	-	hTert-HME1	hTert-HME1 cell line	GSE133450_BRCA2	GSE133450_BRCA2
GSE133560	KMD1A	Rabbit polyclonal anti-Kdm1a	-	-	Normal Human Epidermal Keratinocyte	GSE133560_Rabbit_polyclonal_anti-Kdm1a	GSE133560_KMD1A
GSE133675	CST	CST11825, Danvers, MA, USA	-	Hep3B	Hepatocellular carcinoma cells	GSE133675_CST11825_Danvers_MA_USA	GSE133675_CST
GSE133941	ERa	ERA	-	MCF7	derived from metastatic site; pleural effusion	GSE133941_ERA	GSE133941_ERa
